34.0589366,-117.8249097
34.058949,-117.824892
34.0589685,-117.824838
34.0589965,-117.8247903
34.0590031,-117.8247642
34.0590308,-117.8246912
34.0590418,-117.8246438
34.0590663,-117.8246048
34.0590929,-117.8245611
34.0591179,-117.8245036
34.059142,-117.8244479
34.0591679,-117.8243916
34.0592015,-117.824323
34.0592267,-117.8242633
34.0592505,-117.8242058
34.0592754,-117.8241481
34.0592996,-117.8240922
34.0593227,-117.8240321
34.0593555,-117.8239748
34.0593758,-117.8239095
34.0594065,-117.8238571
34.0594253,-117.8238
34.0594451,-117.8237483
34.0594744,-117.8236922
34.0595061,-117.8236525
34.0595235,-117.8236047
34.0595369,-117.8235476
34.0595681,-117.8235378
34.0595725,-117.8235166
34.0595752,-117.8234912
34.0595839,-117.8234747
34.0595932,-117.823454
34.0596034,-117.8234302
34.0596175,-117.8233991
34.0596715,-117.8232961
34.0597042,-117.8232478
34.0597249,-117.8231828
34.0597508,-117.823115
34.0597722,-117.8230353
34.0597985,-117.8229617
34.0598301,-117.8228864
34.0598641,-117.8228214
34.0598806,-117.8227252
34.0599127,-117.8226423
34.0599491,-117.8225577
34.0599842,-117.8224816
34.0600101,-117.8224
34.060031,-117.8223261
34.0600689,-117.8222809
34.060094,-117.8222325
34.0601286,-117.8221944
34.0601576,-117.8221442
34.0601974,-117.8220871
34.0602326,-117.8220475
34.0602664,-117.8220119
